,Company,TypeName,Cpu,Ram,Gpu,OpSys,Weight,TouchScreen,IPS,ppi,Speed,HDD,SSD
572,HP,Notebook,AMD Processor,6,AMD Radeon,Windows,1.95,0,1,141.21199808219862,3.0,0,256
573,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows,2.3,0,0,141.21199808219862,2.5,0,256
574,Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows,2.05,0,0,141.21199808219862,1.6,500,0
575,Mediacom,Notebook,Other Intel Processor,4,Intel HD,Windows,1.4,0,0,157.3505121487356,1.44,0,32
576,Toshiba,Ultrabook,Intel Core i7,16,Intel HD,Windows,1.24,1,0,157.3505121487356,2.7,0,512
577,Lenovo,Gaming,Intel Core i7,32,Nvidia GeForce,Windows,4.6,0,1,127.33567457123111,2.7,1000,256
578,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,4.14,0,0,127.33567457123111,2.9,1000,512
579,Dell,Notebook,Intel Core i7,8,AMD Radeon,Linux,2.2,0,0,141.21199808219862,2.7,0,256
580,Mediacom,Notebook,Other Intel Processor,4,Intel HD,Windows,1.45,0,1,157.3505121487356,1.1,0,32
581,Dell,Notebook,Intel Core i5,8,Intel HD,Windows,1.9,0,0,100.45466986113651,2.6,500,0
582,HP,Notebook,Intel Core i3,4,Intel HD,Windows,1.49,0,0,165.6321180513006,2.4,0,128
583,Dell,Notebook,Intel Core i7,16,Nvidia GeForce,Windows,1.93,0,0,141.21199808219862,2.8,0,256
584,Dell,Netbook,Intel Celeron Dual,4,Intel HD,Other,1.26,0,0,135.0942111925629,1.6,0,0
585,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,4.5,0,0,127.33567457123111,2.7,1000,128
586,HP,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,3.78,0,1,127.33567457123111,2.8,1000,256
587,Lenovo,Ultrabook,Intel Core i7,12,Intel HD,Windows,1.4,0,1,157.3505121487356,2.6,0,256
588,Lenovo,Notebook,Intel Core i7,12,Intel HD,Windows,2.2,1,0,100.45466986113651,1.8,1000,0
589,Asus,Gaming,Intel Core i5,8,Nvidia GeForce,Windows,2.73,0,1,127.33567457123111,2.5,1000,128
590,Asus,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows,2.2,1,0,100.45466986113651,2.5,1000,0
591,Lenovo,Notebook,AMD Processor,12,AMD Radeon,Windows,2.2,0,0,141.21199808219862,3.6,0,512
592,Dell,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Windows,1.39,1,0,135.0942111925629,1.0,0,128
593,Samsung,Notebook,Intel Core i7,16,Nvidia GeForce,Windows,2.5,0,0,141.21199808219862,2.8,1000,128
594,Lenovo,Notebook,Intel Core i3,4,Intel HD,No OS,2.8,0,0,127.33567457123111,2.0,500,0
595,Lenovo,Notebook,Intel Core i3,8,Intel HD,Windows,2.29,0,0,100.45466986113651,2.3,1000,0
596,Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows,1.37,1,1,165.6321180513006,2.7,0,512
597,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows,1.7,0,1,157.3505121487356,2.5,0,256
598,Dell,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows,1.34,1,0,176.23257360658386,2.5,0,256
599,Dell,Workstation,Intel Core i7,8,Nvidia Quadro,Windows,2.06,1,0,141.21199808219862,2.8,0,256
600,HP,Notebook,Intel Core i7,8,Intel HD,Windows,1.84,0,0,141.21199808219862,2.7,0,256
601,HP,Notebook,Intel Core i3,4,Intel HD,Windows,2.1,0,0,100.45466986113651,2.4,500,0
602,Acer,Notebook,Other Intel Processor,4,Intel HD,Windows,1.6,0,0,157.3505121487356,1.1,0,0
603,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,4.14,0,0,127.33567457123111,2.7,1000,128
604,Dell,Notebook,Intel Core i3,4,AMD Radeon,Linux,2.18,0,0,100.45466986113651,2.0,1000,0
605,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,1.8,0,0,282.42399616439724,2.8,2000,256
606,Toshiba,Notebook,Intel Core i7,8,Intel HD,Windows,2.2,0,1,141.21199808219862,2.5,0,256
607,Lenovo,Notebook,Intel Core i5,6,Intel HD,Windows,2.4,0,0,141.21199808219862,2.5,1000,0
608,Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows,2.0,1,1,141.21199808219862,2.8,0,256
609,Acer,Notebook,Other Intel Processor,4,Intel HD,Windows,1.6,0,0,111.93520355955211,1.6,0,0
610,Lenovo,Notebook,Other Intel Processor,32,Nvidia Quadro,Windows,2.5,0,1,282.42399616439724,3.1,0,1000
611,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,2.59,0,0,141.21199808219862,2.6,1000,0
612,Dell,Notebook,Intel Core i3,4,Intel HD,Linux,2.18,0,0,100.45466986113651,2.0,1000,0
613,Dell,Notebook,Intel Core i3,4,Intel HD,Linux,2.25,0,0,100.45466986113651,2.0,1000,0
614,Dell,Notebook,Intel Core i5,4,Intel HD,Linux,1.93,0,0,100.45466986113651,2.6,500,0
615,Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows,3.0,0,0,127.33567457123111,2.8,1000,128
616,Dell,Notebook,Intel Core i5,4,AMD Radeon,Linux,2.18,0,0,141.21199808219862,2.5,0,128
617,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows,1.84,0,0,141.21199808219862,2.7,0,512
618,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,2.94,0,0,141.21199808219862,2.8,1000,256
619,Acer,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Other,1.25,1,1,135.0942111925629,1.6,0,0
620,HP,Notebook,Intel Core i5,8,Intel HD,Windows,2.31,0,0,111.93520355955211,2.6,0,256
621,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows,1.65,0,0,157.3505121487356,2.3,0,256
622,Dell,Notebook,Intel Core i5,4,AMD Radeon,Windows,2.2,0,0,141.21199808219862,1.6,1000,0
623,Fujitsu,Notebook,Intel Core i5,8,Intel HD,Windows,2.2,0,0,100.45466986113651,2.5,0,256
624,HP,Notebook,Intel Core i5,4,Intel HD,Windows,1.88,0,0,100.45466986113651,2.3,500,0
625,Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,Windows,2.2,0,0,141.21199808219862,2.7,1000,0
626,Mediacom,Notebook,Other Intel Processor,2,Intel HD,Windows,1.4,0,0,157.3505121487356,1.44,0,0
627,Lenovo,Notebook,Intel Core i5,4,Intel HD,No OS,2.2,0,0,141.21199808219862,2.5,0,128
628,Asus,2 in 1 Convertible,Intel Core i5,6,Intel HD,Windows,1.5,1,0,165.6321180513006,2.5,1000,0
629,Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Windows,2.0,0,0,141.21199808219862,2.8,0,256
630,Asus,Ultrabook,Intel Core i7,16,Intel HD,Windows,1.1,0,0,157.3505121487356,2.7,0,512
631,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,2.62,0,0,141.21199808219862,2.8,1000,256
632,Lenovo,Notebook,Intel Core i5,4,Intel UHD,Windows,1.8,0,0,141.21199808219862,1.6,0,256
633,Lenovo,Notebook,Intel Core i3,4,Nvidia GeForce,Windows,2.2,0,0,141.21199808219862,2.0,1000,0
634,Asus,Notebook,Intel Celeron Dual,8,Intel HD,Windows,2.0,0,0,100.45466986113651,1.1,1000,0
635,Asus,Notebook,Intel Core i5,8,Nvidia GeForce,Windows,1.99,0,0,141.21199808219862,2.5,1000,0
636,Dell,Ultrabook,Intel Core i5,8,Intel UHD,Windows,1.23,1,0,276.053530085501,1.6,0,256
637,Lenovo,Notebook,Intel Celeron Dual,2,Intel HD,Windows,1.42,0,0,111.93520355955211,1.6,0,0
638,Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows,1.37,1,1,165.6321180513006,2.7,0,256
639,Dell,Notebook,Intel Core i7,16,Nvidia GeForce,Windows,2.06,1,0,282.42399616439724,2.8,0,1000
640,Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Windows,2.5,0,1,141.21199808219862,2.8,1000,128
641,HP,Notebook,AMD Processor,8,AMD Radeon,Windows,2.6,0,0,107.98564559226952,3.0,1000,0
642,Lenovo,Ultrabook,Intel Core i7,16,Intel HD,Windows,1.14,0,1,157.3505121487356,2.7,0,512
643,Asus,Gaming,Intel Core i7,8,Nvidia GeForce,No OS,2.5,0,1,141.21199808219862,2.8,1000,0
644,Acer,Notebook,Intel Core i3,4,Intel HD,Windows,2.4,0,0,100.45466986113651,2.0,500,0
645,Lenovo,Notebook,Intel Celeron Dual,4,Intel HD,Windows,1.43,0,0,111.93520355955211,1.6,0,0
646,Acer,Ultrabook,Intel Core i5,8,Other,Windows,1.8,0,1,157.3505121487356,2.5,0,256
647,Razer,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,1.95,0,0,157.3505121487356,2.8,0,256
648,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows,1.2,0,0,165.6321180513006,2.3,0,256
649,Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows,1.36,0,1,176.23257360658386,2.7,0,256
650,Asus,Gaming,Intel Core i7,32,Nvidia GeForce,Windows,3.8,0,1,127.33567457123111,2.7,0,512
651,Acer,Gaming,Intel Core i5,8,Nvidia GeForce,Linux,2.4,0,0,141.21199808219862,2.5,1000,0
652,Dell,Ultrabook,Intel Core i5,8,Intel UHD,Windows,1.2,0,0,165.6321180513006,1.6,0,256
653,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows,2.2,0,0,141.21199808219862,2.8,1000,128
654,HP,Notebook,Intel Core i3,4,Intel HD,No OS,1.86,0,0,100.45466986113651,2.0,500,0
655,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows,2.0,0,1,141.21199808219862,2.5,500,0
656,Dell,Notebook,Intel Core i7,8,AMD Radeon,Windows,2.2,0,0,141.21199808219862,1.8,0,256
657,Dell,Notebook,Intel Core i7,16,AMD Radeon,Windows,2.2,0,0,141.21199808219862,1.8,2000,256
658,Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Windows,3.31,0,1,141.21199808219862,2.6,1000,128
659,Dell,Gaming,Intel Core i7,32,Nvidia GeForce,Windows,4.42,0,1,254.67134914246222,2.8,1000,512
660,Dell,Notebook,Intel Core i5,8,Intel HD,Windows,1.56,0,0,157.3505121487356,2.4,0,256
661,Lenovo,Notebook,Intel Celeron Dual,4,Intel HD,Windows,2.2,0,0,100.45466986113651,1.1,500,0
662,Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows,2.2,0,0,141.21199808219862,2.3,500,0
663,HP,Notebook,Intel Core i3,6,AMD Radeon,Windows,2.04,0,0,141.21199808219862,2.0,1000,0
664,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows,2.7,0,0,127.33567457123111,2.8,1000,128
665,Toshiba,Notebook,Intel Core i3,4,Intel HD,Windows,2.1,0,0,100.45466986113651,2.1,0,128
666,Dell,Notebook,Intel Core i5,8,Intel HD,Windows,2.06,0,0,141.21199808219862,2.5,1000,0
667,HP,Notebook,Intel Core i7,8,AMD Radeon,Windows,2.1,0,0,141.21199808219862,2.7,1000,0
668,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows,2.0,0,1,141.21199808219862,2.5,0,256
669,Acer,Notebook,Intel Core i3,4,Intel HD,Linux,2.1,0,0,100.45466986113651,2.0,0,128
670,Microsoft,Ultrabook,Intel Core i7,8,Intel Iris,Windows,1.252,1,0,200.84255993695703,2.8,0,256
671,Lenovo,Notebook,Intel Core i5,8,AMD Radeon,Windows,1.9,0,0,141.21199808219862,2.5,1000,128
672,Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows,1.3,1,1,165.6321180513006,2.5,0,256
673,Lenovo,Notebook,AMD Processor,4,AMD Radeon,Windows,2.2,0,0,100.45466986113651,2.2,0,128
674,HP,2 in 1 Convertible,Intel Core i3,4,Nvidia GeForce,Windows,1.63,1,1,157.3505121487356,2.4,0,128
675,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,2.4,0,0,141.21199808219862,2.8,1000,256
676,Asus,Ultrabook,Intel Core i5,8,Intel HD,Windows,1.1,0,0,157.3505121487356,2.5,0,256
677,HP,2 in 1 Convertible,Intel Celeron Dual,8,Intel HD,Other,1.4,1,0,135.0942111925629,1.1,0,0
678,LG,Ultrabook,Intel Core i7,8,Intel HD,Windows,1.09,0,1,141.21199808219862,1.8,0,512
679,Acer,Gaming,Intel Core i5,16,Nvidia GeForce,Windows,2.5,0,0,141.21199808219862,2.5,0,256
680,MSI,Gaming,Intel Core i5,8,Nvidia GeForce,Windows,2.2,0,0,141.21199808219862,2.5,0,256
681,Asus,Notebook,Intel Celeron Dual,4,Intel HD,Windows,1.86,0,0,100.45466986113651,1.1,0,128
682,Dell,Gaming,Intel Core i5,16,Nvidia GeForce,Windows,3.21,0,0,141.21199808219862,2.5,1000,128
683,HP,Notebook,Intel Core i3,4,AMD Radeon,Windows,2.5,0,1,127.33567457123111,2.0,0,256
684,Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel UHD,Windows,1.19,1,1,165.6321180513006,1.8,0,512
685,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,3.49,0,0,141.21199808219862,2.9,1000,256
686,HP,Notebook,Intel Core i5,4,AMD Radeon,Windows,1.86,0,0,100.45466986113651,2.5,500,0
687,Dell,Notebook,Intel Core i3,4,AMD Radeon,Windows,2.2,0,0,100.45466986113651,2.0,1000,0
688,HP,Notebook,AMD Processor,6,AMD Radeon,Windows,2.65,0,1,127.33567457123111,2.4,2000,0
689,Lenovo,Notebook,Intel Celeron Dual,4,Intel HD,Windows,2.1,0,0,100.45466986113651,1.6,500,0
690,Acer,Notebook,Intel Celeron Dual,4,Intel HD,Other,1.45,0,0,111.93520355955211,1.6,0,0
691,Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows,1.7,0,0,157.3505121487356,2.5,0,256
692,HP,Workstation,Intel Core i7,8,Nvidia Quadro,Windows,3.14,0,0,127.33567457123111,2.8,500,0
693,Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows,1.42,1,0,209.8006828649808,2.7,0,256
694,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows,1.5,0,1,165.6321180513006,2.5,0,256
695,Acer,Netbook,Intel Celeron Dual,4,Intel HD,Windows,1.4,0,0,135.0942111925629,1.6,0,0
696,Lenovo,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows,1.38,1,0,157.3505121487356,2.7,0,512
697,Asus,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Other,1.2,1,0,176.23257360658386,0.9,0,0
698,Toshiba,Ultrabook,Intel Core i7,16,Intel HD,Windows,1.36,1,0,165.6321180513006,2.5,0,512
699,HP,Notebook,Intel Core i7,4,AMD Radeon,Windows,2.1,0,1,141.21199808219862,2.7,500,0
700,Dell,Gaming,Intel Core i5,8,Nvidia GeForce,Windows,2.56,0,0,141.21199808219862,2.5,1000,0
701,Lenovo,Notebook,AMD Processor,4,AMD Radeon,Windows,2.2,0,0,141.21199808219862,2.9,0,256
702,Lenovo,Notebook,AMD Processor,8,AMD Radeon,Windows,2.2,0,0,100.45466986113651,3.6,1000,0
703,Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows,2.1,0,0,141.21199808219862,2.5,2000,0
704,Lenovo,Notebook,Intel Core i3,4,Intel HD,No OS,1.9,0,0,100.45466986113651,2.0,500,0
705,Dell,Notebook,Intel Core i5,8,Intel HD,Windows,2.18,0,0,141.21199808219862,2.5,0,256
706,Acer,2 in 1 Convertible,Intel Core i5,8,Intel UHD,Windows,1.6,1,1,165.6321180513006,1.6,0,256
707,Lenovo,Workstation,Intel Core i7,16,Nvidia Quadro,Windows,2.18,0,0,141.21199808219862,2.5,0,512
708,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows,1.8,0,0,157.3505121487356,2.3,0,256
709,HP,Notebook,AMD Processor,6,AMD Radeon,Windows,2.71,0,1,127.33567457123111,2.5,2000,0
710,Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Windows,2.5,0,1,141.21199808219862,2.8,1000,128
711,Dell,Notebook,Intel Core i5,8,Nvidia GeForce,Linux,1.64,0,0,157.3505121487356,2.8,0,256
712,Dell,Notebook,Intel Core i5,8,Intel HD,Linux,1.98,0,0,141.21199808219862,2.5,1000,0
713,Asus,Notebook,Intel Celeron Dual,4,Intel HD,Windows,1.5,0,0,157.3505121487356,1.1,0,0
714,Dell,Notebook,Intel Core i5,16,Intel HD,Windows,1.93,0,0,141.21199808219862,2.6,0,512
715,Lenovo,Notebook,Intel Core i5,8,Nvidia GeForce,Windows,1.87,0,1,157.3505121487356,2.5,0,256
716,Dell,Notebook,Intel Core i5,8,Intel HD,Windows,1.9,0,0,141.21199808219862,2.6,0,256
717,Lenovo,Notebook,AMD Processor,4,AMD Radeon,Windows,2.19,0,0,100.45466986113651,2.0,500,0
718,Mediacom,Notebook,Other Intel Processor,4,Intel HD,Windows,1.4,0,1,161.72539083525606,1.92,32,0
719,HP,Notebook,Intel Core i7,8,Nvidia GeForce,Windows,2.63,0,0,127.33567457123111,2.7,0,256
720,Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows,1.17,0,1,209.8006828649808,2.5,0,512
721,HP,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows,1.58,1,1,117.82653006268643,2.5,0,256
722,Lenovo,Ultrabook,Intel Core i5,8,Intel HD,Windows,1.32,0,1,157.3505121487356,2.5,0,256
723,Dell,Gaming,Intel Core i7,32,Nvidia GeForce,Windows,4.36,0,0,254.67134914246222,2.8,1000,1000
724,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows,2.7,0,0,127.33567457123111,2.8,1000,128
725,Lenovo,Notebook,Intel Core i5,4,Intel HD,No OS,1.9,0,0,100.45466986113651,2.5,1000,0
726,Dell,Notebook,Intel Core i5,8,AMD Radeon,Windows,2.2,0,0,141.21199808219862,1.6,1000,128
727,Dell,2 in 1 Convertible,Intel Core i3,4,Intel HD,Windows,1.71,1,0,165.6321180513006,2.4,1000,0
728,Dell,Notebook,Intel Core i5,8,AMD Radeon,Linux,2.32,0,0,100.45466986113651,2.5,1000,0
729,HP,Notebook,AMD Processor,4,AMD Radeon,Windows,2.1,0,0,141.21199808219862,3.0,1000,0
730,Acer,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,4.2,0,1,127.33567457123111,2.6,1000,128
731,Dell,Notebook,Intel Core i5,12,Intel HD,Windows,2.25,0,0,100.45466986113651,2.5,1000,0
732,HP,Notebook,AMD Processor,6,AMD Radeon,Windows,2.1,0,0,141.21199808219862,3.0,1000,128
733,Acer,Notebook,Intel Core i5,4,Intel HD,Windows,2.4,0,0,100.45466986113651,2.5,500,0
734,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows,1.44,0,1,165.6321180513006,2.5,0,256
735,Lenovo,Notebook,Intel Core i7,4,Intel HD,Windows,1.85,0,0,141.21199808219862,2.7,1000,0
736,HP,Workstation,Intel Core i7,16,Nvidia Quadro,Windows,2.6,0,0,141.21199808219862,2.8,0,256
737,Dell,2 in 1 Convertible,Intel Core i5,8,Intel UHD,Windows,1.55,1,0,165.6321180513006,1.6,1000,0
738,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,1.8,0,0,141.21199808219862,2.8,1000,256
739,Acer,Notebook,Intel Core i3,4,Intel HD,Windows,2.4,0,0,100.45466986113651,2.0,500,0
740,Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Windows,2.0,0,0,141.21199808219862,2.7,1000,128
741,Dell,Notebook,Intel Core i3,8,Intel HD,Windows,2.0,0,0,100.45466986113651,2.0,0,256
742,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows,1.25,1,1,157.3505121487356,2.5,0,256
743,Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows,1.7,1,0,157.3505121487356,2.5,0,256
744,Lenovo,Workstation,Intel Core i7,16,Nvidia Quadro,Windows,2.5,0,1,282.42399616439724,2.8,0,1000
745,Acer,Notebook,Intel Celeron Dual,2,Intel HD,Other,1.68,0,0,111.93520355955211,1.6,0,0
746,Samsung,Ultrabook,Intel Core i7,16,Intel HD,Windows,0.81,0,0,165.6321180513006,2.7,0,256
747,HP,Notebook,Intel Core i3,8,Intel HD,Windows,1.86,0,0,141.21199808219862,2.0,0,256
748,Dell,Notebook,Intel Core i5,8,Intel HD,Windows,1.6,0,0,111.93520355955211,2.5,0,256
749,HP,Workstation,Other Intel Processor,16,Nvidia Quadro,Windows,3.0,0,1,127.33567457123111,2.9,0,256
750,Lenovo,Netbook,Intel Celeron Dual,4,Intel HD,Windows,1.4,1,0,135.0942111925629,1.6,0,128
751,HP,Notebook,Intel Core i5,8,Intel HD,Windows,1.84,0,0,141.21199808219862,2.4,0,256
752,Asus,Notebook,Intel Core i5,4,Nvidia GeForce,No OS,2.45,0,0,100.45466986113651,2.3,1000,0
753,Lenovo,Ultrabook,Intel Core i5,4,Intel HD,Windows,1.7,0,0,157.3505121487356,2.3,0,180
754,Asus,Notebook,Intel Core i7,4,Intel HD,Windows,2.37,0,0,100.45466986113651,2.7,0,256
755,Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows,1.3,1,1,276.053530085501,1.8,0,256
756,HP,Notebook,Intel Core i5,8,Nvidia GeForce,Windows,2.2,0,1,141.21199808219862,2.5,1000,128
757,HP,Workstation,Intel Core i7,8,Nvidia Quadro,Windows,2.59,0,0,141.21199808219862,2.6,0,256
758,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,4.42,0,1,282.42399616439724,2.8,1000,256
759,Acer,Notebook,Intel Core i5,4,Intel HD,Windows,2.1,0,0,100.45466986113651,2.5,0,256
760,Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Windows,2.5,0,1,141.21199808219862,2.8,1000,128
761,Dell,Ultrabook,Intel Core i7,16,Intel HD,Windows,1.18,0,0,176.23257360658386,2.8,0,256
762,Google,Ultrabook,Intel Core i5,8,Intel HD,Other,1.1,1,0,234.50740003017813,1.2,0,256
763,Asus,Ultrabook,Intel Core i5,8,Intel HD,Windows,1.2,0,1,276.053530085501,2.5,0,256
764,Dell,Notebook,Intel Core i3,4,Intel HD,Windows,1.65,0,0,117.82653006268643,2.0,500,0
765,Acer,Notebook,Intel Core i5,4,Intel HD,Windows,1.6,0,0,117.82653006268643,2.3,0,128
766,Asus,Notebook,Other Intel Processor,4,Nvidia GeForce,Windows,2.8,0,0,90.58340172449303,1.1,1000,0
767,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,2.72,1,1,282.42399616439724,2.6,1000,128
768,Samsung,Ultrabook,Intel Core i7,8,Intel HD,Windows,1.31,1,0,165.6321180513006,2.7,0,256
769,Acer,Notebook,Other Intel Processor,4,Intel HD,Linux,2.1,0,0,100.45466986113651,1.1,1000,0
770,Dell,Notebook,Intel Core i7,16,AMD Radeon,Windows,2.3,0,0,141.21199808219862,2.7,0,256
771,Samsung,2 in 1 Convertible,Intel Core i7,16,AMD Radeon,Windows,1.71,1,0,146.86047800548656,2.7,0,256
772,Toshiba,Notebook,Intel Core i5,4,Intel HD,Windows,1.75,0,1,111.93520355955211,2.3,0,128
773,Dell,Gaming,Intel Core i7,8,Nvidia GeForce,Windows,2.62,0,0,141.21199808219862,2.8,1000,0
774,HP,Ultrabook,Intel Core i5,4,Intel HD,Windows,1.26,0,0,125.36742798669837,2.3,0,256
775,Asus,2 in 1 Convertible,Intel Core i7,12,Nvidia GeForce,Windows,2.3,1,0,141.21199808219862,2.7,2000,0
776,Lenovo,Notebook,Intel Core i7,16,Nvidia Quadro,Windows,2.5,0,0,282.42399616439724,2.7,0,512
777,Acer,Notebook,Intel Core i3,4,Intel HD,Windows,1.8,0,1,157.3505121487356,2.4,0,128
778,Razer,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,1.95,0,0,157.3505121487356,2.8,0,512
779,Asus,Notebook,Other Intel Processor,8,Intel HD,Windows,2.0,0,0,141.21199808219862,1.1,0,128
780,Dell,Gaming,Intel Core i7,32,Nvidia GeForce,Windows,4.42,0,1,127.33567457123111,2.8,1000,1000
781,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,4.3,0,1,127.33567457123111,2.6,1000,256
782,Toshiba,Ultrabook,Intel Core i7,16,Nvidia GeForce,Windows,1.47,0,1,157.3505121487356,2.6,0,512
783,Lenovo,Notebook,Other Intel Processor,8,Intel HD,No OS,2.2,0,0,100.45466986113651,1.6,1000,0
784,Lenovo,Ultrabook,Intel Core i7,16,Intel HD,Windows,1.7,0,0,157.3505121487356,2.7,0,512
785,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,1.6,0,1,157.3505121487356,2.8,1000,256
786,MSI,Gaming,Intel Core i5,8,Nvidia GeForce,Windows,2.2,0,0,141.21199808219862,2.5,1000,128
787,Lenovo,Gaming,Intel Core i7,4,Nvidia GeForce,Windows,2.4,0,1,141.21199808219862,2.8,1000,0
788,Acer,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,4.2,0,1,127.33567457123111,2.8,1000,256
789,Dell,Gaming,Intel Core i5,8,Nvidia GeForce,Windows,2.62,0,0,141.21199808219862,2.5,0,256
790,Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows,2.24,0,0,141.21199808219862,2.8,1000,128
791,Vero,Notebook,Intel Celeron Dual,4,Intel HD,Windows,1.22,0,0,157.3505121487356,1.1,0,0
792,Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows,1.37,1,1,165.6321180513006,2.7,0,512
793,Lenovo,2 in 1 Convertible,Intel Core i5,8,AMD Radeon,Windows,2.08,1,0,141.21199808219862,2.5,0,256
794,Apple,Ultrabook,Other Intel Processor,8,Intel HD,Mac OS,0.92,0,1,226.41554716935852,1.2,0,0
795,Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows,1.42,1,1,209.8006828649808,2.5,0,256
796,Asus,Notebook,Intel Celeron Dual,4,Intel HD,Windows,1.63,0,0,111.93520355955211,1.1,0,0
797,Dell,Notebook,Intel Core i5,8,Intel HD,Windows,1.95,0,0,100.45466986113651,2.5,0,128
798,Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows,1.38,1,1,158.48253022174808,2.7,0,256
799,Dell,Notebook,Intel Core i3,8,AMD Radeon,Windows,2.0,0,0,141.21199808219862,2.0,0,256
800,HP,Workstation,Intel Core i7,8,Nvidia Quadro,Windows,3.14,0,0,141.21199808219862,2.8,0,256
801,Asus,Notebook,Intel Core i5,8,Intel HD,Windows,2.37,0,0,141.21199808219862,2.5,0,256
802,Dell,Ultrabook,Intel Core i5,8,Intel HD,Windows,1.29,0,0,165.6321180513006,2.5,0,256
803,Dell,Notebook,Intel Core i5,8,Nvidia GeForce,Windows,2.06,1,0,282.42399616439724,2.5,0,256
804,Dell,Netbook,Other Intel Processor,4,Intel HD,Windows,1.63,0,0,135.0942111925629,1.1,0,128
805,HP,Netbook,Intel Core i5,8,Intel HD,Windows,1.26,0,0,125.36742798669837,2.6,0,256
806,Toshiba,Notebook,Intel Core i5,4,Intel HD,Windows,2.1,0,0,100.45466986113651,2.3,500,0
807,HP,Notebook,AMD Processor,8,AMD Radeon,Windows,2.04,0,0,100.45466986113651,2.5,2000,0
808,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,2.62,0,0,282.42399616439724,2.8,0,512
809,Lenovo,Notebook,Intel Core i5,4,Nvidia GeForce,Windows,2.4,0,0,141.21199808219862,2.5,1000,0
